Eval_ID,Q_c,Q_l,R_u,mu,R_T,Z_l,z_l,Mean_Reward,Min_Reward,Success_Rate,Mean_Time,TR_Length
104,600.0,1.0,1000.0,3.311801785666587,87.52968955651674,6159.829661523587,10.0,212.0,0.07746118768524082,1.0,155.7153278002374,22.925162792747486,0.125,2.8075,0.8
105,600.0,1.0,1000.0,3.311801785666587,87.52968955651674,7173.309808549636,10.0,212.0,0.07746118768524082,1.0,37.38781048968869,23.40963400731228,0.0,2.4475,0.8
106,600.0,1.0,1000.0,3.311801785666587,87.52968955651674,6692.42834860413,10.0,212.0,0.07746118768524082,1.0,154.96042159194005,22.72464438049635,0.125,2.7,0.4
107,581.1106170777781,26.07966192299129,1000.0,2.3318017856665874,207.32968955651674,7332.033999592081,10.0,116.0,0.27546118768524086,7.783427914817103,38.918152918901015,23.63678041221181,0.0,3.09,0.4
108,581.1106170777781,26.07966192299129,1000.0,2.3318017856665874,207.32968955651674,7094.810122731461,10.0,116.0,0.27546118768524086,7.783427914817103,44.49155492766229,22.9597782951803,0.0,3.46,0.4
109,581.1106170777781,26.07966192299129,1000.0,2.3318017856665874,207.32968955651674,6933.095143174028,10.0,116.0,0.27546118768524086,7.783427914817103,155.38528299129715,23.09549417601363,0.125,3.3025,0.4
110,581.1106170777781,26.07966192299129,1000.0,2.3318017856665874,207.32968955651674,7199.451325659039,10.0,116.0,0.27546118768524086,7.783427914817103,174.44266017952012,28.18801610241951,0.125,4.4825,0.4
111,600.0,1.0,1000.0,3.311801785666588,87.52968955651674,7382.81396328515,10.0,212.0,0.07746118768524082,1.0,152.52358837060535,22.11201620509389,0.125,2.585,0.4
112,600.0,1.0,1000.0,3.311801785666588,87.52968955651674,7669.5281613429315,10.0,212.0,0.07746118768524082,1.0,30.70037718848456,24.69743271834395,0.0,2.035,0.4
113,600.0,1.0,1000.0,3.311801785666588,87.52968955651674,7237.350182215815,10.0,212.0,0.07746118768524082,1.0,36.75424249197482,28.536955181948244,0.0,2.375,0.4
114,600.0,1.0,1000.0,3.311801785666588,87.52968955651674,6992.226675143017,10.0,212.0,0.07746118768524082,1.0,28.793000999167763,23.596871996012045,0.0,1.9500000000000002,0.4
